780,0.009
781,0.000
782,0.039
783,0.034
784,0.035
785,0.042
786,0.000
787,0.000
788,0.039
789,0.027
790,0.000
791,0.039
792,0.040
793,0.000
794,0.024
795,0.000
796,0.038
797,0.000
798,0.043
799,0.000
800,0.040
801,0.000
802,0.032
803,0.040
804,0.000
805,0.031
806,0.000
807,0.000
808,0.000
809,0.000
810,0.000
811,0.029
812,0.000
813,0.000
814,0.000
815,0.037
816,0.000
817,0.000
818,0.035
819,0.031
820,0.023
821,0.019
822,0.004
823,0.015
824,0.012
825,0.051
826,0.004
827,0.009
828,0.000
829,0.008
830,0.003
831,0.000
832,0.000
833,0.007
834,0.000
835,0.000
836,0.000
837,0.000
838,0.039
839,0.001
840,0.043
841,0.000
842,0.040
843,0.019
844,0.000
880,0.018
881,0.039
882,0.038
883,0.027
884,0.000
885,0.018
886,0.000
891,0.000
892,0.000
893,0.000
894,0.000
895,0.035
896,0.035
897,0.039
898,0.040
899,0.037
900,0.012
901,0.034
902,0.038
903,0.047
904,0.029
905,0.034
906,0.034
907,0.037
908,0.037
909,0.036
910,0.013
911,0.035
912,0.000
913,0.000
914,0.000
920,0.000
921,0.000
924,0.008
926,0.022
934,0.044
935,0.042
936,0.041
937,0.000
938,0.010
939,0.000
940,0.000
941,0.000
942,0.034
943,0.014
944,0.037
945,0.032
946,0.000
971,0.000
972,0.000
973,0.000
974,0.000
975,0.025
976,0.034
977,0.000
978,0.000
979,0.000
980,0.000
981,0.006
982,0.000
983,0.000
984,0.000
985,0.000
986,0.000
987,0.000
988,0.000
989,0.000
990,0.042
991,0.000
992,0.000
993,0.000
994,0.000
995,0.011
996,0.000
997,0.036
998,0.000
999,0.000
1000,0.000
1001,0.000
1003,0.038
1004,0.000
1005,0.000
1006,0.000
1007,0.000
1008,0.000
1009,0.000
1010,0.000
1011,0.000
1012,0.000
1013,0.000
1014,0.000
1015,0.000
1016,0.000
1017,0.000
1018,0.000
1019,0.000
1020,0.000
1021,0.000
1022,0.000
1023,0.000
1024,0.000
1025,0.000
1026,0.000
1027,0.000
1028,0.000
1029,0.000
1030,0.000
1031,0.000
1032,0.000
1033,0.000
1034,0.000
1035,0.000
1036,0.000
1037,0.000
1038,0.000
1039,0.000
1040,0.000
1041,0.000
1042,0.000
1043,0.000
1044,0.000
1045,0.000
1046,0.000
1047,0.000
1048,0.000
1049,0.034
1050,0.000
1051,0.000
1052,0.000
1053,0.036
1054,0.037
1055,0.000
1056,0.000
1057,0.040
1058,0.039
1059,0.041
1060,0.014
1061,0.039
1062,0.000
1063,0.000
1064,0.044
1065,0.021
1066,0.045
1067,0.005
1068,0.000
1070,0.017
1071,0.056
1072,0.064
1073,0.000
1074,0.000
1075,0.000
1076,0.000
1077,0.038
1078,0.005
1079,0.041
1080,0.039
1081,0.041
1082,0.039
1083,0.000
1084,0.039
1085,0.031
1086,0.025
1087,0.000
1088,0.000
1089,0.039
1090,0.000
1091,0.024
1092,0.041
1093,0.040
1094,0.040
1095,0.002
1096,0.000
1097,0.000
1098,0.020
1099,0.018
1100,0.000
1101,0.000
1102,0.000
1103,0.000
1104,0.000
1105,0.000
1108,0.000
1109,0.018
1110,0.000
1113,0.016
1114,0.032
1115,0.014
1116,0.051
1117,0.049
1118,0.010
1119,0.000
1120,0.038
1121,0.037
1122,0.054
1123,0.067
1124,0.068
1125,0.043
1126,0.036
1127,0.058
1128,0.059
1129,0.018
1130,0.015
1131,0.000
1132,0.063
1133,0.000
1134,0.000
1135,0.000
1136,0.000
1137,0.000
1139,0.000
1140,0.000
1141,0.000
1142,0.000
1143,0.000
1144,0.064
1145,0.007
1146,0.000
1147,0.026
1148,0.006
1149,0.000
1150,0.000
1151,0.000
1152,0.000
1153,0.000
1154,0.000
1155,0.000
1156,0.000
1157,0.035
1158,0.000
1187,0.050
