380,0.0160379
381,0.045
382,0.008
383,0.062
384,0.047
385,0.029
386,0.029
387,0.012
388,0.034
389,0.000
396,0.029
397,0.000
400,0.063
401,0.047
402,0.029
403,0.000
404,0.000
405,0.000
406,0.000
407,0.051
408,0.032
409,0.000
410,0.000
411,0.000
412,0.046
413,0.042
414,0.000
415,0.000
421,0.000
422,0.000
423,0.000
424,0.050
425,0.000
426,0.039
427,0.037
428,0.046
429,0.000
430,0.045
431,0.000
432,0.007
433,0.000
434,0.037
435,0.043
436,0.013
437,0.022
438,0.048
439,0.000
440,0.000
441,0.000
442,0.000
443,0.038
444,0.049
445,0.047
446,0.046
447,0.000
448,0.000
449,0.044
450,0.005
451,0.046
452,0.001
453,0.000
454,0.043
455,0.000
462,0.000
463,0.000
464,0.000
465,0.000
466,0.047
467,0.000
468,0.043
469,0.045
470,0.048
471,0.000
475,0.032
476,0.000
477,0.000
478,0.052
479,0.000
480,0.056
481,0.038
482,0.044
483,0.000
484,0.042
485,0.028
486,0.000
487,0.001
488,0.039
489,0.046
490,0.000
491,0.000
492,0.031
493,0.000
494,0.000
495,0.000
496,0.000
497,0.000
498,0.000
499,0.000
500,0.000
501,0.032
502,0.036
503,0.000
504,0.036
505,0.037
506,0.026
507,0.000
508,0.000
509,0.003
510,0.034
511,0.028
512,0.000
513,0.000
514,0.030
515,0.000
516,0.000
517,0.000
518,0.000
519,0.000
520,0.032
521,0.000
522,0.032
523,0.032
524,0.032
525,0.000
526,0.017
527,0.032
528,0.032
529,0.031
530,0.032
531,0.000
532,0.000
533,0.000
534,0.000
535,0.000
536,0.000
537,0.000
538,0.032
539,0.000
540,0.000
541,0.000
542,0.000
543,0.030
544,0.035
545,0.000
546,0.030
547,0.035
548,0.001
549,0.035
550,0.000
551,0.021
552,0.021
553,0.024
554,0.000
555,0.000
564,0.028
565,0.031
566,0.000
567,0.032
568,0.000
569,0.029
570,0.000
571,0.029
572,0.029
573,0.000
576,0.028
577,0.034
578,0.000
579,0.034
580,0.000
581,0.000
582,0.028
583,0.031
584,0.000
585,0.028
586,0.029
587,0.000
590,0.025
591,0.026
592,0.028
593,0.025
594,0.025
595,0.025
596,0.000
597,0.000
598,0.000
599,0.030
600,0.030
601,0.022
602,0.029
603,0.000
604,0.029
605,0.000
606,0.027
609,0.000
610,0.000
614,0.000
617,0.000
619,0.000
620,0.000
621,0.000
622,0.000
623,0.000
624,0.000
625,0.000
637,0.016
,0.000
640,0.000
641,0.000
642,0.000
643,0.000
644,0.000
645,0.000
646,0.000
647,0.000
648,0.000
649,0.000
650,0.027
651,0.000
655,0.020
656,0.000
659,0.024
660,0.025
661,0.007
662,0.000
663,0.002
664,0.006
665,0.000
666,0.000
667,0.029
668,0.000
669,0.030
670,0.029
671,0.000
672,0.032
673,0.029
674,0.000
675,0.029
676,0.029
677,0.029
678,0.029
679,0.020
680,0.000
683,0.029
684,0.000
691,0.030
692,0.025
693,0.000
694,0.029
695,0.000
696,0.030
697,0.000
711,0.000
712,0.000
717,0.000
718,0.000
719,0.014
718,0.000
723,0.007
724,0.000
729,0.034
730,0.000
732,0.043
733,0.000
736,0.038
737,0.000
738,0.034
739,0.039
740,0.038
741,0.037
742,0.038
743,0.000
744,0.040
745,0.000
746,0.000
747,0.000
748,0.000
749,0.000
750,0.000
751,0.039
752,0.042
753,0.017
754,0.000
755,0.024
756,0.039
757,0.037
758,0.038
759,0.039
760,0.053
761,0.032
762,0.039
763,0.044
764,0.023
765,0.045
766,0.000
767,0.038
768,0.040
769,0.000
770,0.000
771,0.000
772,0.028
773,0.028
774,0.000
775,0.000
776,0.000
777,0.031
778,0.000
779,0.039
